sub_n,disp_cond,block_n,trial_n,computer_n,set,distance,diag,d_identity,t_identity,c_identity,d,c,t,rt
2,triangle,3,21,2,a-b-db,14,1,2,3,1,8.802012678827591,8.667130117236525,8.620069122416137,5.57714
2,triangle,3,22,2,a-b-da,5,3,3,2,1,9.75286007225774,9.430999338632466,9.779706112922021,6.92716
2,triangle,3,28,2,a-b-db,9,1,3,2,1,9.2308324215185,9.122697978977948,9.122697978977948,10.4783
2,triangle,3,29,2,a-b-da,5,2,1,2,3,9.085313712953644,9.641720369948118,9.524039369902251,8.8282
2,triangle,3,30,2,a-b-db,14,3,3,2,1,9.698062123881511,9.75286007225774,9.612942895043918,10.0447
2,triangle,3,31,2,a-b-da,9,3,3,1,2,9.832340729556767,9.554115124631332,9.698062123881511,11.6619
2,triangle,3,33,2,a-b-da,2,2,3,1,2,9.462496052568744,9.698062123881511,9.398998655939582,13.3626
2,triangle,3,35,2,a-b-db,14,2,3,2,1,10.053424478356416,9.908783155197163,9.958168380377906,16.1306
2,triangle,3,37,2,a-b-da,9,1,3,2,1,9.524039369902251,9.333419010293602,9.299804773660838,11.912
2,triangle,4,3,2,a-b-da,5,3,2,3,1,10.076546123158568,9.933628195194277,10.374970919531918,9.34457
2,triangle,4,4,2,a-b-da,14,3,2,3,1,10.252483669050482,10.231319450389408,10.1664488988831,9.01095
2,triangle,4,5,2,a-b-db,5,1,3,2,1,9.430999338632466,9.299804773660838,9.265615906942239,15.3799
2,triangle,4,8,2,a-b-da,14,1,1,3,2,9.2308324215185,9.159396256314341,9.554115124631332,14.963
2,triangle,4,11,2,a-b-da,5,2,3,1,2,10.12200262531368,9.195433267319698,9.883625590783444,9.44468
2,triangle,4,12,2,a-b-da,14,2,3,1,2,9.982411101442596,9.670089639932032,9.333419010293602,7.31079
2,triangle,4,14,2,a-b-db,2,1,2,3,1,9.085313712953644,9.265615906942239,9.047217323012255,7.57719
2,triangle,4,15,2,a-b-db,14,1,3,1,2,8.968775896705692,8.419902205302172,8.928370482070653,7.37724
2,triangle,4,16,2,a-b-db,5,2,1,2,3,9.493504425640674,9.698062123881511,9.493504425640674,6.92736
2,triangle,4,17,2,a-b-db,9,3,2,1,3,10.14434922650993,9.779706112922021,9.958168380377906,11.7454
2,triangle,4,20,2,a-b-db,9,1,2,1,3,9.047217323012255,9.366477614196022,9.524039369902251,12.5624
2,triangle,4,21,2,a-b-da,2,3,1,3,2,10.33496958611858,10.374970919531918,10.58172762843959,11.0285
2,triangle,4,22,2,a-b-db,5,3,2,1,3,9.698062123881511,10.294151842856166,9.982411101442596,14.2127
2,triangle,4,23,2,a-b-da,2,2,1,2,3,9.612942895043918,10.12200262531368,9.583745296201613,17.7974
2,triangle,4,25,2,a-b-db,14,3,3,1,2,10.231319450389408,10.099403514805813,9.982411101442596,7.71083
2,triangle,4,27,2,a-b-da,2,1,1,2,3,8.887131907665182,8.522488794077272,8.366565711137849,8.41117
2,triangle,4,29,2,a-b-db,2,2,3,1,2,9.085313712953644,9.366477614196022,8.928370482070653,7.39423
2,triangle,4,30,2,a-b-da,9,1,3,2,1,9.725648768146183,9.670089639932032,9.265615906942239,8.02748
2,triangle,4,34,2,a-b-db,9,2,3,1,2,9.159396256314341,9.554115124631332,8.968775896705692,8.37775
2,triangle,4,35,2,a-b-da,9,2,3,2,1,9.2308324215185,9.195433267319698,9.159396256314341,6.57745
2,triangle,4,36,2,a-b-da,5,1,3,2,1,8.012704294819693,8.366565711137849,8.076201691448853,4.80977
2,triangle,4,37,2,a-b-da,9,3,3,2,1,9.883625590783444,10.18830703994748,9.725648768146183,7.41067
2,triangle,4,38,2,a-b-db,2,3,1,3,2,9.554115124631332,9.933628195194277,10.1664488988831,11.7791
2,triangle,4,39,2,a-b-db,14,2,3,2,1,9.75286007225774,9.493504425640674,9.430999338632466,13.313
20,triangle,1,2,1,a-b-da,2,3,3,2,1,10.273426268785073,10.076546123158568,9.958168380377906,16.4803
20,triangle,1,6,1,a-b-da,5,3,3,1,2,9.908783155197163,9.933628195194277,10.053424478356416,13.7126
20,triangle,1,7,1,a-b-db,14,2,3,2,1,10.006363483536028,10.099403514805813,9.933628195194277,12.9791
20,triangle,1,9,1,a-b-db,14,1,1,2,3,9.195433267319698,9.554115124631332,9.333419010293602,14.513
20,triangle,1,11,1,a-b-da,14,3,2,3,1,10.314664843190544,10.433511684132146,10.030032398830032,14.563
20,triangle,1,12,1,a-b-db,5,2,2,1,3,9.908783155197163,10.053424478356416,9.779706112922021,17.1304
20,triangle,1,14,1,a-b-db,2,2,3,1,2,9.779706112922021,9.832340729556767,9.858147539228584,14.4128
20,triangle,1,15,1,a-b-da,9,1,2,1,3,9.806196566422063,9.493504425640674,9.806196566422063,12.8958
20,triangle,1,17,1,a-b-db,5,3,3,1,2,10.314664843190544,10.18830703994748,10.563790288474069,13.713
20,triangle,1,18,1,a-b-db,9,1,3,1,2,9.725648768146183,9.670089639932032,9.75286007225774,14.0965
20,triangle,1,19,1,a-b-da,14,2,3,1,2,10.231319450389408,10.006363483536028,10.18830703994748,18.3809
20,triangle,1,20,1,a-b-db,9,3,1,3,2,10.394675512417942,10.252483669050482,10.209928872155912,20.248
20,triangle,1,21,1,a-b-da,5,1,2,3,1,9.462496052568744,9.583745296201613,9.641720369948118,12.0788
20,triangle,1,23,1,a-b-db,5,1,2,1,3,9.398998655939582,9.612942895043918,9.725648768146183,13.9959
20,triangle,1,24,1,a-b-da,5,2,1,2,3,10.12200262531368,10.030032398830032,10.076546123158568,24.3825
20,triangle,1,25,1,a-b-da,14,1,3,2,1,10.030032398830032,10.18830703994748,9.832340729556767,14.4629
20,triangle,1,26,1,a-b-db,14,3,1,2,3,10.452650586164447,10.1664488988831,10.076546123158568,15.0298
20,triangle,1,28,1,a-b-db,9,2,2,3,1,10.545690617434232,10.6345941425759,10.452650586164447,15.6967
20,triangle,1,29,1,a-b-db,2,3,3,1,2,10.273426268785073,10.099403514805813,10.527425650307688,13.9299
20,triangle,1,32,1,a-b-db,2,1,3,2,1,10.414187862308673,10.209928872155912,10.1664488988831,15.0132
20,triangle,1,33,1,a-b-da,9,3,1,2,3,10.864354694572745,10.6345941425759,10.61712678263839,9.22783
20,triangle,1,34,1,a-b-da,2,1,2,1,3,9.908783155197163,10.099403514805813,10.252483669050482,11.6283
20,triangle,1,36,1,a-b-da,9,2,1,2,3,10.33496958611858,10.314664843190544,9.982411101442596,9.61134
20,triangle,1,40,1,a-b-da,2,2,1,3,2,10.030032398830032,10.209928872155912,10.076546123158568,13.813
20,triangle,2,2,1,a-b-da,9,1,3,2,1,9.462496052568744,9.430999338632466,9.524039369902251,17.3472
20,triangle,2,4,1,a-b-db,14,1,3,2,1,9.806196566422063,9.806196566422063,9.670089639932032,29.4677
20,triangle,2,5,1,a-b-db,5,1,2,3,1,9.933628195194277,10.030032398830032,9.698062123881511,14.9131
20,triangle,2,8,1,a-b-db,9,1,2,3,1,9.779706112922021,10.209928872155912,9.883625590783444,13.3956
20,triangle,2,9,1,a-b-db,2,3,1,3,2,10.14434922650993,10.076546123158568,10.414187862308673,12.462
20,triangle,2,10,1,a-b-da,5,2,1,3,2,9.933628195194277,9.982411101442596,9.75286007225774,18.0473
20,triangle,2,13,1,a-b-da,14,1,2,3,1,9.698062123881511,10.006363483536028,9.398998655939582,11.1453
20,triangle,2,14,1,a-b-da,2,1,1,2,3,10.433511684132146,9.554115124631332,9.858147539228584,11.7454
20,triangle,2,19,1,a-b-db,2,1,2,3,1,9.832340729556767,9.806196566422063,9.832340729556767,18.9806
20,triangle,2,20,1,a-b-da,5,3,2,3,1,10.030032398830032,10.18830703994748,9.958168380377906,8.27756
20,triangle,2,21,1,a-b-da,2,3,3,2,1,10.273426268785073,10.452650586164447,10.294151842856166,10.8284
20,triangle,2,22,1,a-b-db,5,2,1,2,3,10.030032398830032,10.545690617434232,9.982411101442596,24.1493
20,triangle,2,23,1,a-b-da,14,3,3,2,1,10.59950552327408,10.58172762843959,10.545690617434232,11.4952
20,triangle,2,24,1,a-b-da,5,1,2,3,1,9.554115124631332,9.698062123881511,9.883625590783444,9.16106
20,triangle,2,25,1,a-b-da,14,2,1,2,3,9.883625590783444,9.883625590783444,9.832340729556767,31.2352
20,triangle,2,27,1,a-b-db,14,2,1,3,2,10.231319450389408,9.779706112922021,9.779706112922021,15.8464
20,triangle,2,28,1,a-b-da,2,2,1,2,3,10.414187862308673,10.231319450389408,9.832340729556767,10.2949
20,triangle,2,29,1,a-b-db,14,3,1,3,2,10.294151842856166,10.076546123158568,10.231319450389408,9.89475
20,triangle,2,30,1,a-b-db,9,2,2,3,1,10.14434922650993,10.273426268785073,10.252483669050482,11.612
20,triangle,2,31,1,a-b-db,2,2,1,3,2,10.355070257825583,10.076546123158568,10.076546123158568,11.7787
20,triangle,2,33,1,a-b-db,5,3,1,3,2,10.12200262531368,10.006363483536028,9.982411101442596,12.6458
20,triangle,2,35,1,a-b-da,9,3,1,3,2,10.471608074073535,10.433511684132146,10.209928872155912,13.1958
20,triangle,2,39,1,a-b-da,9,2,2,1,3,10.58172762843959,10.294151842856166,10.58172762843959,12.2288
20,triangle,2,40,1,a-b-db,9,3,1,3,2,10.719713371413492,10.490387554773212,10.65191026806213,18.8976
20,triangle,3,1,1,a-b-da,5,1,1,2,3,10.053424478356416,9.933628195194277,9.883625590783444,22.5822
20,triangle,3,2,1,a-b-db,9,2,2,1,3,9.958168380377906,10.099403514805813,10.433511684132146,17.0638
20,triangle,3,3,1,a-b-db,5,3,1,3,2,10.374970919531918,10.12200262531368,9.982411101442596,17.1802
20,triangle,3,5,1,a-b-db,9,1,3,2,1,9.670089639932032,10.006363483536028,10.030032398830032,11.1451
20,triangle,3,6,1,a-b-da,14,2,2,3,1,9.982411101442596,10.030032398830032,9.806196566422063,12.5787
20,triangle,3,9,1,a-b-da,9,2,2,3,1,10.12200262531368,10.355070257825583,10.076546123158568,10.1948
20,triangle,3,13,1,a-b-da,2,1,2,1,3,9.858147539228584,9.908783155197163,10.076546123158568,15.9635
20,triangle,3,14,1,a-b-db,2,2,1,2,3,10.209928872155912,9.908783155197163,10.076546123158568,15.2628
20,triangle,3,15,1,a-b-db,14,3,1,3,2,10.099403514805813,9.908783155197163,10.394675512417942,13.4457
20,triangle,3,16,1,a-b-db,5,1,2,3,1,9.883625590783444,9.982411101442596,9.982411101442596,14.8294
20,triangle,3,17,1,a-b-da,9,1,2,1,3,10.18830703994748,10.1664488988831,10.471608074073535,13.8795
20,triangle,3,18,1,a-b-db,14,2,2,1,3,9.75286007225774,9.698062123881511,10.030032398830032,15.8799
20,triangle,3,19,1,a-b-db,2,1,2,1,3,9.493504425640674,9.462496052568744,9.883625590783444,11.8953
20,triangle,3,21,1,a-b-db,5,2,2,1,3,9.583745296201613,9.641720369948118,9.430999338632466,14.0628
20,triangle,3,24,1,a-b-da,2,2,2,1,3,9.75286007225774,10.18830703994748,10.273426268785073,14.4794
20,triangle,3,26,1,a-b-da,14,1,1,2,3,9.883625590783444,9.75286007225774,9.725648768146183,15.7798
20,triangle,3,27,1,a-b-da,5,3,1,3,2,10.61712678263839,10.58172762843959,10.006363483536028,19.4308
20,triangle,3,28,1,a-b-da,14,3,3,2,1,10.030032398830032,10.433511684132146,10.452650586164447,13.8962
20,triangle,3,29,1,a-b-db,14,1,2,1,3,9.583745296201613,9.933628195194277,10.006363483536028,15.1963
20,triangle,3,30,1,a-b-da,9,3,3,1,2,10.273426268785073,10.18830703994748,10.414187862308673,12.7956
20,triangle,3,34,1,a-b-db,2,3,2,1,3,9.982411101442596,10.294151842856166,10.471608074073535,10.7452
20,triangle,3,35,1,a-b-da,5,2,3,2,1,10.14434922650993,9.982411101442596,9.933628195194277,9.59497
20,triangle,3,39,1,a-b-db,9,3,1,3,2,10.294151842856166,10.508992340097839,10.58172762843959,11.7789
20,triangle,3,40,1,a-b-da,2,3,1,3,2,10.59950552327408,10.508992340097839,10.563790288474069,9.84474
20,triangle,4,1,1,a-b-da,9,3,2,3,1,10.099403514805813,9.958168380377906,10.14434922650993,18.9144
20,triangle,4,5,1,a-b-db,2,3,3,1,2,9.583745296201613,9.670089639932032,10.006363483536028,11.0449
20,triangle,4,6,1,a-b-da,5,1,1,2,3,9.554115124631332,9.641720369948118,9.493504425640674,11.5785
20,triangle,4,8,1,a-b-da,5,3,1,3,2,10.508992340097839,10.314664843190544,10.355070257825583,14.7138
20,triangle,4,9,1,a-b-da,5,2,1,3,2,10.895124532251703,10.58172762843959,10.59950552327408,9.96146
20,triangle,4,12,1,a-b-db,14,3,2,1,3,9.908783155197163,10.006363483536028,9.858147539228584,26.9502
20,triangle,4,13,1,a-b-db,9,3,3,1,2,9.583745296201613,9.75286007225774,10.030032398830032,9.99497
20,triangle,4,14,1,a-b-db,14,1,3,2,1,9.462496052568744,9.858147539228584,9.554115124631332,6.87738
20,triangle,4,16,1,a-b-da,2,3,2,1,3,10.355070257825583,10.252483669050482,10.702976872072458,12.1788
20,triangle,4,17,1,a-b-db,9,2,1,2,3,10.053424478356416,10.099403514805813,10.099403514805813,8.04446
20,triangle,4,20,1,a-b-da,2,1,3,2,1,9.806196566422063,10.12200262531368,10.14434922650993,12.3956
20,triangle,4,21,1,a-b-db,14,2,2,3,1,10.209928872155912,10.1664488988831,10.209928872155912,7.84397
20,triangle,4,23,1,a-b-da,14,1,1,2,3,10.030032398830032,10.1664488988831,9.779706112922021,8.74456
20,triangle,4,24,1,a-b-db,9,1,3,1,2,9.958168380377906,10.33496958611858,10.414187862308673,10.2948
20,triangle,4,25,1,a-b-db,2,1,3,1,2,10.14434922650993,10.527425650307688,10.14434922650993,11.6121
20,triangle,4,27,1,a-b-da,14,3,3,1,2,10.273426268785073,10.14434922650993,10.58172762843959,10.6784
20,triangle,4,30,1,a-b-db,5,3,2,3,1,10.053424478356416,10.1664488988831,10.1664488988831,9.52807
20,triangle,4,32,1,a-b-da,9,2,1,3,2,10.273426268785073,10.314664843190544,10.33496958611858,10.3284
20,triangle,4,33,1,a-b-db,5,1,3,1,2,10.053424478356416,9.832340729556767,9.982411101442596,8.94465
20,triangle,4,34,1,a-b-db,5,2,2,1,3,9.641720369948118,10.545690617434232,10.33496958611858,13.0958
20,triangle,4,35,1,a-b-da,2,2,1,3,2,10.209928872155912,10.209928872155912,10.527425650307688,13.4627
20,triangle,4,36,1,a-b-da,14,2,2,3,1,10.053424478356416,10.18830703994748,10.1664488988831,15.2297
20,triangle,4,39,1,a-b-da,9,1,3,2,1,9.2308324215185,9.524039369902251,9.462496052568744,10.1948
200,triangle,1,1,1,a-b-db,5,1,2,3,1,8.887131907665182,9.122697978977948,9.122697978977948,20.4651
200,triangle,1,2,1,a-b-da,9,2,3,2,1,9.333419010293602,9.524039369902251,9.554115124631332,14.5128
200,triangle,1,3,1,a-b-db,14,2,2,3,1,9.299804773660838,9.430999338632466,9.554115124631332,12.529
200,triangle,1,7,1,a-b-da,2,3,3,1,2,9.75286007225774,9.725648768146183,9.933628195194277,14.3964
200,triangle,1,8,1,a-b-db,5,2,1,2,3,9.493504425640674,9.333419010293602,9.493504425640674,19.8975
200,triangle,1,9,1,a-b-db,2,1,3,2,1,8.713109153685922,9.159396256314341,8.928370482070653,9.42758
200,triangle,1,10,1,a-b-da,2,2,2,1,3,9.265615906942239,9.366477614196022,9.612942895043918,11.5119
200,triangle,1,17,1,a-b-da,2,1,1,2,3,9.524039369902251,9.462496052568744,9.085313712953644,9.16117
200,triangle,1,18,1,a-b-da,5,2,1,3,2,9.398998655939582,9.493504425640674,9.159396256314341,10.095
200,triangle,1,19,1,a-b-da,14,1,3,2,1,9.122697978977948,9.299804773660838,9.462496052568744,14.6461
200,triangle,1,20,1,a-b-da,14,2,1,2,3,9.159396256314341,9.195433267319698,9.265615906942239,7.79399
200,triangle,1,21,1,a-b-db,2,2,3,1,2,9.493504425640674,9.430999338632466,9.462496052568744,6.89374
200,triangle,1,22,1,a-b-db,5,3,1,2,3,9.883625590783444,9.75286007225774,9.858147539228584,6.61052
200,triangle,1,24,1,a-b-db,14,3,3,2,1,9.366477614196022,9.858147539228584,9.670089639932032,11.462
200,triangle,1,27,1,a-b-da,9,1,3,2,1,9.299804773660838,9.085313712953644,9.047217323012255,10.212
200,triangle,1,29,1,a-b-db,9,1,1,2,3,9.299804773660838,9.047217323012255,9.159396256314341,6.87701
200,triangle,1,30,1,a-b-da,5,3,2,3,1,9.159396256314341,10.006363483536028,9.958168380377906,7.81084
200,triangle,1,32,1,a-b-da,5,1,1,3,2,9.265615906942239,9.195433267319698,9.366477614196022,11.0121
200,triangle,1,35,1,a-b-da,9,3,1,3,2,9.933628195194277,9.832340729556767,9.612942895043918,13.7295
200,triangle,1,36,1,a-b-da,14,3,2,1,3,9.832340729556767,9.554115124631332,10.076546123158568,11.9955
200,triangle,1,37,1,a-b-db,9,3,2,3,1,9.832340729556767,9.858147539228584,9.524039369902251,14.6297
200,triangle,1,38,1,a-b-db,14,1,3,2,1,8.667130117236525,8.928370482070653,9.008381151298051,12.0289
200,triangle,1,39,1,a-b-db,9,2,2,1,3,9.333419010293602,9.462496052568744,9.554115124631332,8.94449
200,triangle,1,40,1,a-b-db,2,3,1,2,3,9.698062123881511,9.75286007225774,9.806196566422063,7.46057
200,triangle,2,2,1,a-b-db,2,2,3,1,2,9.333419010293602,8.928370482070653,9.493504425640674,6.49357
200,triangle,2,5,1,a-b-db,14,1,3,2,1,8.667130117236525,8.571874019258015,8.845025089269518,9.89474
200,triangle,2,6,1,a-b-da,9,3,2,1,3,9.858147539228584,9.430999338632466,9.908783155197163,10.5784
200,triangle,2,7,1,a-b-da,14,3,1,2,3,9.832340729556767,8.845025089269518,10.076546123158568,8.59436
200,triangle,2,8,1,a-b-da,9,1,2,3,1,8.571874019258015,8.802012678827591,8.620069122416137,4.59329
200,triangle,2,9,1,a-b-da,9,2,3,2,1,9.430999338632466,9.366477614196022,9.2308324215185,4.15963
200,triangle,2,10,1,a-b-db,2,1,3,1,2,8.928370482070653,8.75805486539004,8.802012678827591,10.7785
200,triangle,2,11,1,a-b-da,5,3,3,1,2,8.75805486539004,9.299804773660838,9.462496052568744,7.39416
200,triangle,2,12,1,a-b-db,14,2,2,1,3,8.713109153685922,9.159396256314341,8.887131907665182,6.7104
200,triangle,2,14,1,a-b-da,14,2,2,1,3,9.462496052568744,8.75805486539004,9.493504425640674,6.67709
200,triangle,2,15,1,a-b-da,5,2,2,3,1,9.462496052568744,9.670089639932032,9.430999338632466,11.4453
200,triangle,2,16,1,a-b-da,14,1,1,2,3,8.968775896705692,9.159396256314341,9.195433267319698,8.2277
200,triangle,2,17,1,a-b-db,5,3,1,2,3,9.933628195194277,9.493504425640674,9.430999338632466,4.70966
200,triangle,2,19,1,a-b-da,2,1,2,1,3,8.968775896705692,9.333419010293602,8.968775896705692,9.12838
200,triangle,2,21,1,a-b-db,5,1,3,1,2,8.667130117236525,8.887131907665182,8.928370482070653,5.4437
200,triangle,2,22,1,a-b-db,5,2,2,3,1,9.670089639932032,9.982411101442596,9.612942895043918,4.66055
200,triangle,2,23,1,a-b-db,14,3,2,1,3,9.832340729556767,9.698062123881511,9.908783155197163,6.99419
200,triangle,2,25,1,a-b-db,9,1,1,3,2,9.299804773660838,9.195433267319698,9.047217323012255,8.111
200,triangle,2,27,1,a-b-da,2,3,3,2,1,9.670089639932032,9.612942895043918,8.968775896705692,5.57657
200,triangle,2,29,1,a-b-da,2,2,2,3,1,9.195433267319698,9.524039369902251,9.524039369902251,5.74325
200,triangle,2,32,1,a-b-db,2,3,2,3,1,9.670089639932032,9.583745296201613,9.047217323012255,8.07756
200,triangle,2,35,1,a-b-db,9,3,3,2,1,10.099403514805813,9.832340729556767,10.1664488988831,5.42665
200,triangle,2,36,1,a-b-db,9,2,3,1,2,9.806196566422063,9.583745296201613,9.698062123881511,5.27661
200,triangle,2,38,1,a-b-da,5,1,3,1,2,8.928370482070653,9.085313712953644,9.085313712953644,4.12658
200,triangle,3,1,1,a-b-db,14,3,2,3,1,10.18830703994748,9.982411101442596,9.883625590783444,11.6288
200,triangle,3,8,1,a-b-db,5,1,2,1,3,9.159396256314341,9.122697978977948,9.554115124631332,3.50919
200,triangle,3,9,1,a-b-db,2,1,1,2,3,8.887131907665182,9.2308324215185,9.265615906942239,4.79305
200,triangle,3,11,1,a-b-db,5,3,3,1,2,10.1664488988831,9.195433267319698,9.524039369902251,4.24311
200,triangle,3,13,1,a-b-db,2,2,2,3,1,9.122697978977948,9.430999338632466,8.968775896705692,5.44349
200,triangle,3,14,1,a-b-da,14,2,1,3,2,9.430999338632466,9.75286007225774,9.883625590783444,5.44328
200,triangle,3,18,1,a-b-db,9,1,3,2,1,9.159396256314341,9.008381151298051,9.524039369902251,4.52648
200,triangle,3,19,1,a-b-da,9,2,3,1,2,9.524039369902251,9.333419010293602,9.612942895043918,5.52682
200,triangle,3,21,1,a-b-db,9,2,2,3,1,9.725648768146183,9.832340729556767,9.333419010293602,5.97679
200,triangle,3,22,1,a-b-db,9,3,2,3,1,9.333419010293602,9.982411101442596,9.982411101442596,5.92656
200,triangle,3,23,1,a-b-da,5,3,2,1,3,9.554115124631332,9.524039369902251,9.698062123881511,6.66051
200,triangle,3,24,1,a-b-da,2,2,3,2,1,9.75286007225774,9.75286007225774,10.053424478356416,6.82747
200,triangle,3,25,1,a-b-da,9,1,1,2,3,8.928370482070653,8.968775896705692,9.085313712953644,5.32678
200,triangle,3,27,1,a-b-da,9,3,3,2,1,9.779706112922021,9.299804773660838,9.430999338632466,8.39416
200,triangle,3,28,1,a-b-da,14,1,2,3,1,9.008381151298051,8.928370482070653,8.928370482070653,8.92796
200,triangle,3,29,1,a-b-da,2,1,3,1,2,8.471853178108693,8.571874019258015,8.75805486539004,5.29353
200,triangle,3,31,1,a-b-da,5,2,3,2,1,9.159396256314341,9.398998655939582,9.430999338632466,5.65989
200,triangle,3,32,1,a-b-db,5,2,3,1,2,9.462496052568744,9.725648768146183,9.265615906942239,5.44355
200,triangle,3,34,1,a-b-da,2,3,3,1,2,10.030032398830032,10.030032398830032,9.583745296201613,5.25994
200,triangle,3,35,1,a-b-da,14,3,2,1,3,9.554115124631332,9.883625590783444,10.18830703994748,7.1105
200,triangle,3,36,1,a-b-da,5,1,2,1,3,9.2308324215185,9.085313712953644,9.493504425640674,7.37685
200,triangle,3,37,1,a-b-db,14,2,2,3,1,9.612942895043918,9.725648768146183,9.958168380377906,6.62718
200,triangle,3,38,1,a-b-db,2,3,3,1,2,9.333419010293602,9.670089639932032,10.006363483536028,7.02737
200,triangle,3,39,1,a-b-db,14,1,3,1,2,8.845025089269518,9.265615906942239,9.195433267319698,4.70975
200,triangle,4,2,1,a-b-da,14,2,1,2,3,9.333419010293602,10.099403514805813,9.908783155197163,3.75973
200,triangle,4,5,1,a-b-da,2,3,2,3,1,10.1664488988831,9.554115124631332,9.883625590783444,6.61067
200,triangle,4,6,1,a-b-db,14,1,2,1,3,8.620069122416137,9.085313712953644,8.713109153685922,7.9274
200,triangle,4,8,1,a-b-da,5,1,3,1,2,8.845025089269518,9.159396256314341,9.122697978977948,6.71028
200,triangle,4,10,1,a-b-da,9,3,2,3,1,9.982411101442596,9.908783155197163,9.806196566422063,7.56087
200,triangle,4,12,1,a-b-db,14,3,3,1,2,10.374970919531918,10.18830703994748,9.725648768146183,5.05962
200,triangle,4,14,1,a-b-da,2,2,1,3,2,9.698062123881511,9.698062123881511,9.832340729556767,8.72822
200,triangle,4,16,1,a-b-db,9,2,1,2,3,10.053424478356416,9.725648768146183,9.583745296201613,4.94331
200,triangle,4,18,1,a-b-db,2,2,2,1,3,9.333419010293602,9.554115124631332,9.430999338632466,4.12645
200,triangle,4,19,1,a-b-da,14,3,1,3,2,9.832340729556767,9.670089639932032,10.1664488988831,5.64327
200,triangle,4,20,1,a-b-db,2,1,1,2,3,9.2308324215185,9.554115124631332,9.085313712953644,7.89423
200,triangle,4,22,1,a-b-db,5,2,3,1,2,9.779706112922021,9.883625590783444,9.398998655939582,5.96013
