sub_n,disp_cond,block_n,trial_n,computer_n,set,distance,diag,d_identity,t_identity,c_identity,d,c,t,rt
313,triangle,4,12,4,a-b-da,2,2,1,2,3,9.806196566422063,9.908783155197163,9.883625590783444,8.45851
313,triangle,4,13,4,a-b-db,5,3,1,2,3,10.099403514805813,10.18830703994748,10.053424478356416,5.65856
313,triangle,4,14,4,a-b-da,5,3,3,1,2,10.209928872155912,9.958168380377906,10.006363483536028,6.62538
313,triangle,4,15,4,a-b-da,5,2,2,3,1,10.14434922650993,10.14434922650993,10.273426268785073,5.32528
313,triangle,4,16,4,a-b-db,5,2,2,1,3,9.779706112922021,9.883625590783444,9.779706112922021,6.89178
313,triangle,4,17,4,a-b-da,14,3,1,3,2,9.908783155197163,9.883625590783444,9.883625590783444,8.9252300000000009
313,triangle,4,19,4,a-b-db,14,1,1,2,3,9.008381151298051,9.2308324215185,9.159396256314341,7.32524
313,triangle,4,20,4,a-b-da,9,2,3,1,2,9.612942895043918,9.462496052568744,9.493504425640674,8.29185
313,triangle,4,22,4,a-b-db,2,1,1,3,2,8.802012678827591,8.713109153685922,9.085313712953644,10.7585
313,triangle,4,27,4,a-b-da,5,1,3,1,2,9.195433267319698,9.299804773660838,9.2308324215185,9.92518
313,triangle,4,28,4,a-b-da,2,3,3,2,1,9.832340729556767,9.908783155197163,9.883625590783444,9.25863
313,triangle,4,29,4,a-b-da,14,1,3,1,2,9.2308324215185,9.398998655939582,9.159396256314341,4.75861
313,triangle,4,37,4,a-b-da,9,1,3,1,2,9.366477614196022,9.430999338632466,9.430999338632466,6.65852
313,triangle,4,39,4,a-b-da,9,3,2,1,3,9.698062123881511,10.076546123158568,9.858147539228584,9.72513
315,horizontal,1,2,6,a-b-db,14,1,2,1,3,8.75805486539004,8.620069122416137,9.047217323012255,11.3625
315,horizontal,1,5,6,a-b-db,9,2,1,2,3,9.75286007225774,9.698062123881511,9.430999338632466,14.2797
315,horizontal,1,6,6,a-b-da,5,3,2,1,3,9.493504425640674,9.462496052568744,9.698062123881511,12.7622
315,horizontal,1,8,6,a-b-db,9,3,2,1,3,10.006363483536028,10.076546123158568,10.209928872155912,10.5287
315,horizontal,1,9,6,a-b-da,14,2,3,1,2,9.366477614196022,9.265615906942239,9.641720369948118,9.32775
315,horizontal,1,10,6,a-b-db,5,2,3,1,2,9.299804773660838,9.333419010293602,9.462496052568744,11.1951
315,horizontal,1,12,6,a-b-da,9,3,3,2,1,9.933628195194277,10.18830703994748,9.933628195194277,10.5121
315,horizontal,1,16,6,a-b-db,14,2,2,1,3,9.333419010293602,9.612942895043918,9.698062123881511,8.7611
315,horizontal,1,17,6,a-b-da,5,2,2,1,3,9.612942895043918,9.554115124631332,9.75286007225774,9.26162
315,horizontal,1,18,6,a-b-da,2,3,2,3,1,10.14434922650993,10.231319450389408,10.273426268785073,8.4113
315,horizontal,1,19,6,a-b-db,2,1,2,3,1,9.430999338632466,9.641720369948118,9.366477614196022,7.96088
315,horizontal,1,25,6,a-b-db,14,3,2,3,1,9.75286007225774,10.099403514805813,9.933628195194277,9.4117
315,horizontal,1,26,6,a-b-db,9,1,2,1,3,9.195433267319698,9.085313712953644,9.430999338632466,7.94423
315,horizontal,1,27,6,a-b-da,14,3,2,1,3,9.612942895043918,10.076546123158568,10.053424478356416,9.14458
315,horizontal,1,29,6,a-b-da,9,2,1,2,3,9.858147539228584,9.493504425640674,9.195433267319698,6.37688
315,horizontal,1,31,6,a-b-da,5,1,3,1,2,9.366477614196022,9.366477614196022,9.493504425640674,6.0601
315,horizontal,1,32,6,a-b-da,2,1,1,2,3,9.2308324215185,9.122697978977948,9.122697978977948,6.29383
315,horizontal,1,33,6,a-b-db,2,3,2,1,3,10.374970919531918,10.1664488988831,10.314664843190544,9.04495
315,horizontal,1,35,6,a-b-da,2,2,1,3,2,9.908783155197163,9.779706112922021,9.858147539228584,8.99448
315,horizontal,1,36,6,a-b-da,9,1,2,1,3,9.008381151298051,8.75805486539004,9.265615906942239,6.16015
315,horizontal,1,37,6,a-b-db,2,2,3,2,1,9.612942895043918,9.832340729556767,9.806196566422063,8.57769
315,horizontal,1,38,6,a-b-db,5,3,2,1,3,9.612942895043918,9.883625590783444,9.698062123881511,11.5458
315,horizontal,1,39,6,a-b-da,14,1,1,2,3,9.398998655939582,9.195433267319698,9.524039369902251,6.4936
315,horizontal,1,40,6,a-b-db,5,1,2,1,3,9.047217323012255,9.430999338632466,9.195433267319698,9.47786
315,horizontal,2,1,6,a-b-db,14,2,1,3,2,9.430999338632466,9.2308324215185,8.845025089269518,19.198
315,horizontal,2,2,6,a-b-db,5,1,2,3,1,8.887131907665182,8.968775896705692,8.845025089269518,6.69373
315,horizontal,2,3,6,a-b-db,9,1,2,3,1,8.928370482070653,9.265615906942239,9.008381151298051,5.45976
315,horizontal,2,4,6,a-b-da,2,1,2,1,3,9.2308324215185,9.047217323012255,9.265615906942239,6.0939
315,horizontal,2,6,6,a-b-da,5,1,2,1,3,9.085313712953644,8.75805486539004,9.047217323012255,5.9935
315,horizontal,2,8,6,a-b-da,5,3,2,1,3,9.670089639932032,9.583745296201613,9.725648768146183,8.61154
315,horizontal,2,9,6,a-b-db,5,2,1,2,3,9.398998655939582,9.554115124631332,9.462496052568744,6.51055
315,horizontal,2,10,6,a-b-db,5,3,3,1,2,10.030032398830032,10.252483669050482,10.294151842856166,7.39453
315,horizontal,2,14,6,a-b-db,2,2,2,3,1,9.612942895043918,9.524039369902251,9.333419010293602,7.16113
315,horizontal,2,15,6,a-b-da,9,2,3,1,2,9.554115124631332,9.524039369902251,9.641720369948118,6.02714
315,horizontal,2,16,6,a-b-db,14,3,2,1,3,10.314664843190544,10.33496958611858,10.1664488988831,6.51037
315,horizontal,2,18,6,a-b-da,5,2,3,1,2,9.265615906942239,9.265615906942239,9.333419010293602,5.66002
315,horizontal,2,19,6,a-b-da,2,3,2,3,1,10.273426268785073,10.414187862308673,10.030032398830032,5.59327
315,horizontal,2,22,6,a-b-da,9,3,3,1,2,9.430999338632466,9.366477614196022,9.858147539228584,8.32737
315,horizontal,2,24,6,a-b-da,14,3,3,1,2,9.883625590783444,9.858147539228584,10.030032398830032,10.0781
315,horizontal,2,25,6,a-b-db,2,1,3,1,2,9.159396256314341,9.299804773660838,9.398998655939582,6.02705
315,horizontal,2,29,6,a-b-db,14,1,3,2,1,9.195433267319698,8.667130117236525,8.928370482070653,7.3441
315,horizontal,2,31,6,a-b-da,14,1,2,1,3,9.195433267319698,9.085313712953644,9.554115124631332,10.4618
315,horizontal,2,34,6,a-b-da,14,2,2,3,1,9.779706112922021,9.333419010293602,10.099403514805813,7.54401
315,horizontal,2,35,6,a-b-db,9,3,1,3,2,10.12200262531368,10.18830703994748,10.18830703994748,7.41106
315,horizontal,2,36,6,a-b-db,2,3,3,1,2,10.433511684132146,10.33496958611858,10.14434922650993,7.47722
315,horizontal,2,38,6,a-b-da,9,1,3,2,1,8.887131907665182,9.159396256314341,8.802012678827591,6.02667
315,horizontal,2,39,6,a-b-da,2,2,3,2,1,9.583745296201613,9.641720369948118,9.725648768146183,7.07758
315,horizontal,2,40,6,a-b-db,9,2,3,1,2,9.265615906942239,9.462496052568744,9.462496052568744,12.1124
315,horizontal,3,1,6,a-b-db,5,1,1,3,2,8.419902205302172,8.31176776276162,8.667130117236525,21.882
315,horizontal,3,2,6,a-b-da,9,2,1,2,3,8.845025089269518,9.265615906942239,9.2308324215185,7.29399
315,horizontal,3,3,6,a-b-db,14,3,2,3,1,9.493504425640674,9.583745296201613,9.398998655939582,5.77667
315,horizontal,3,4,6,a-b-db,5,3,2,1,3,9.2308324215185,9.366477614196022,9.958168380377906,3.79297
315,horizontal,3,6,6,a-b-da,14,3,1,3,2,9.299804773660838,9.430999338632466,9.493504425640674,5.14375
315,horizontal,3,7,6,a-b-db,9,1,2,1,3,9.333419010293602,8.845025089269518,9.195433267319698,7.86109
315,horizontal,3,8,6,a-b-da,5,1,1,3,2,9.047217323012255,8.75805486539004,8.571874019258015,8.2776
315,horizontal,3,12,6,a-b-da,5,3,1,3,2,9.908783155197163,9.299804773660838,10.053424478356416,4.92646
315,horizontal,3,13,6,a-b-da,14,1,2,3,1,8.419902205302172,8.968775896705692,8.419902205302172,5.27657
315,horizontal,3,14,6,a-b-da,5,2,3,1,2,9.265615906942239,9.122697978977948,9.085313712953644,6.02674
315,horizontal,3,17,6,a-b-da,9,1,2,1,3,9.265615906942239,9.047217323012255,9.366477614196022,6.71052
315,horizontal,3,18,6,a-b-db,14,1,3,1,2,9.122697978977948,9.430999338632466,9.333419010293602,6.64432
315,horizontal,3,19,6,a-b-da,9,3,1,2,3,10.076546123158568,9.75286007225774,9.832340729556767,5.70993
315,horizontal,3,21,6,a-b-db,14,2,3,1,2,9.398998655939582,9.159396256314341,9.299804773660838,6.36046
315,horizontal,3,22,6,a-b-db,2,3,2,3,1,9.982411101442596,9.698062123881511,10.12200262531368,5.64397
315,horizontal,3,25,6,a-b-da,2,2,2,3,1,9.493504425640674,9.583745296201613,9.430999338632466,8.32792
315,horizontal,3,28,6,a-b-da,2,1,3,1,2,9.299804773660838,9.612942895043918,9.493504425640674,5.0435
315,horizontal,3,29,6,a-b-db,2,1,3,2,1,9.524039369902251,9.75286007225774,9.75286007225774,4.62681
315,horizontal,3,31,6,a-b-da,2,3,1,3,2,10.030032398830032,9.779706112922021,9.832340729556767,8.66129
315,horizontal,3,32,6,a-b-da,14,2,1,3,2,9.779706112922021,9.958168380377906,9.493504425640674,12.3956
315,horizontal,3,33,6,a-b-db,9,3,3,2,1,9.670089639932032,9.908783155197163,9.933628195194277,6.87704
315,horizontal,3,35,6,a-b-db,9,2,2,3,1,9.524039369902251,10.314664843190544,9.398998655939582,5.77671
315,horizontal,3,38,6,a-b-db,5,2,3,2,1,9.75286007225774,9.670089639932032,9.670089639932032,12.7788
315,horizontal,3,39,6,a-b-db,2,2,1,2,3,9.524039369902251,9.641720369948118,9.583745296201613,5.66028
315,horizontal,4,1,6,a-b-db,14,2,3,2,1,9.195433267319698,8.928370482070653,9.299804773660838,14.5628
315,horizontal,4,2,6,a-b-db,2,1,3,2,1,8.968775896705692,9.2308324215185,8.968775896705692,4.59304
315,horizontal,4,4,6,a-b-da,9,2,1,3,2,9.524039369902251,9.670089639932032,9.698062123881511,6.16055
315,horizontal,4,5,6,a-b-db,9,2,1,2,3,9.725648768146183,9.806196566422063,9.725648768146183,7.12725
315,horizontal,4,6,6,a-b-db,5,3,2,3,1,10.1664488988831,10.252483669050482,10.006363483536028,6.21052
315,horizontal,4,8,6,a-b-da,9,3,3,1,2,9.883625590783444,9.883625590783444,9.982411101442596,10.178
315,horizontal,4,9,6,a-b-db,2,3,2,1,3,10.273426268785073,10.209928872155912,10.294151842856166,7.76049
315,horizontal,4,12,6,a-b-da,9,1,3,2,1,9.299804773660838,9.493504425640674,9.333419010293602,5.69338
315,horizontal,4,15,6,a-b-da,14,3,2,3,1,10.14434922650993,10.231319450389408,10.33496958611858,6.34394
315,horizontal,4,16,6,a-b-da,5,2,1,2,3,9.493504425640674,9.933628195194277,9.725648768146183,4.04303
315,horizontal,4,17,6,a-b-db,14,3,3,1,2,9.75286007225774,9.806196566422063,9.933628195194277,4.02663
315,horizontal,4,19,6,a-b-db,5,2,1,2,3,9.858147539228584,9.725648768146183,9.779706112922021,5.25989
315,horizontal,4,23,6,a-b-db,5,1,2,3,1,9.524039369902251,9.493504425640674,9.366477614196022,4.89283
315,horizontal,4,26,6,a-b-da,2,1,2,1,3,9.933628195194277,9.430999338632466,9.398998655939582,6.96053
315,horizontal,4,27,6,a-b-db,14,1,1,3,2,9.366477614196022,9.398998655939582,9.430999338632466,6.86049
315,horizontal,4,29,6,a-b-da,5,1,2,1,3,9.554115124631332,9.430999338632466,9.554115124631332,25.333
315,horizontal,4,30,6,a-b-da,2,3,2,3,1,10.452650586164447,10.252483669050482,10.1664488988831,4.97655
315,horizontal,4,31,6,a-b-da,14,2,3,1,2,10.030032398830032,10.18830703994748,10.1664488988831,6.29374
315,horizontal,4,32,6,a-b-db,9,3,2,3,1,10.490387554773212,10.801357360454002,10.14434922650993,3.95972
315,horizontal,4,33,6,a-b-db,2,2,2,1,3,10.030032398830032,9.779706112922021,10.12200262531368,4.05936
315,horizontal,4,35,6,a-b-da,14,1,3,2,1,9.698062123881511,9.265615906942239,9.430999338632466,5.67644
315,horizontal,4,36,6,a-b-da,5,3,1,2,3,10.58172762843959,10.452650586164447,10.61712678263839,6.42734
315,horizontal,4,38,6,a-b-db,9,1,3,2,1,9.524039369902251,9.430999338632466,9.725648768146183,5.82702
315,horizontal,4,39,6,a-b-da,2,2,2,3,1,9.806196566422063,9.725648768146183,9.933628195194277,5.79393
316,triangle,1,3,5,a-b-da,14,3,3,2,1,10.273426268785073,10.18830703994748,10.433511684132146,29.4917
316,triangle,1,4,5,a-b-db,2,3,3,1,2,10.452650586164447,10.273426268785073,10.099403514805813,13.6586
316,triangle,1,6,5,a-b-db,14,2,1,2,3,9.806196566422063,10.33496958611858,10.252483669050482,23.3925
316,triangle,1,7,5,a-b-db,9,1,2,3,1,9.398998655939582,9.462496052568744,9.122697978977948,20.5918
316,triangle,1,9,5,a-b-db,2,2,2,3,1,10.18830703994748,10.231319450389408,10.394675512417942,14.9252
316,triangle,1,12,5,a-b-da,2,1,3,1,2,9.698062123881511,9.583745296201613,9.366477614196022,13.1919
316,triangle,1,14,5,a-b-da,5,3,3,2,1,10.669077755444912,10.527425650307688,10.374970919531918,13.2917
316,triangle,1,15,5,a-b-db,2,1,2,3,1,9.265615906942239,9.398998655939582,9.265615906942239,15.7251
316,triangle,1,17,5,a-b-db,5,3,3,1,2,10.527425650307688,10.65191026806213,10.209928872155912,10.1585
316,triangle,1,20,5,a-b-db,5,1,2,3,1,9.524039369902251,9.524039369902251,9.2308324215185,8.69202
316,triangle,1,21,5,a-b-db,9,3,1,2,3,10.12200262531368,10.508992340097839,10.006363483536028,7.52517
316,triangle,1,22,5,a-b-da,5,1,2,3,1,10.099403514805813,9.698062123881511,9.806196566422063,5.42541
316,triangle,1,23,5,a-b-da,2,3,1,3,2,10.314664843190544,10.65191026806213,10.294151842856166,11.5918
316,triangle,1,24,5,a-b-da,14,2,1,3,2,9.958168380377906,10.14434922650993,10.006363483536028,9.55844
316,triangle,1,25,5,a-b-da,9,2,1,3,2,10.252483669050482,10.252483669050482,10.563790288474069,10.8252
316,triangle,1,27,5,a-b-da,9,1,1,2,3,9.265615906942239,9.366477614196022,9.493504425640674,10.6252
316,triangle,1,28,5,a-b-db,14,1,3,1,2,9.265615906942239,9.725648768146183,9.2308324215185,31.5917
316,triangle,1,30,5,a-b-db,14,3,1,2,3,10.314664843190544,10.545690617434232,10.33496958611858,10.9919
316,triangle,1,33,5,a-b-da,14,1,3,2,1,9.670089639932032,9.612942895043918,9.493504425640674,8.09192
316,triangle,1,34,5,a-b-db,5,2,1,3,2,10.14434922650993,9.933628195194277,9.641720369948118,10.4919
316,triangle,1,35,5,a-b-da,9,3,1,2,3,10.14434922650993,9.908783155197163,10.294151842856166,8.79189
316,triangle,1,37,5,a-b-db,9,2,2,3,1,9.612942895043918,9.908783155197163,9.908783155197163,7.92525
316,triangle,1,39,5,a-b-da,2,2,2,3,1,9.933628195194277,9.908783155197163,10.252483669050482,21.1249
316,triangle,1,40,5,a-b-da,5,2,2,3,1,9.858147539228584,10.1664488988831,10.030032398830032,9.29178
316,triangle,2,2,5,a-b-db,9,1,2,3,1,9.195433267319698,9.462496052568744,9.195433267319698,10.8917
316,triangle,2,7,5,a-b-da,2,1,1,2,3,9.430999338632466,9.524039369902251,9.698062123881511,8.49185
316,triangle,2,8,5,a-b-da,14,1,2,3,1,9.2308324215185,9.398998655939582,9.2308324215185,13.0251
316,triangle,2,9,5,a-b-db,14,3,3,2,1,10.273426268785073,10.12200262531368,10.355070257825583,10.1252
316,triangle,2,10,5,a-b-db,14,1,3,2,1,9.462496052568744,9.583745296201613,9.2308324215185,13.2916
316,triangle,2,11,5,a-b-da,2,2,3,2,1,9.725648768146183,9.612942895043918,9.806196566422063,11.1919
316,triangle,2,13,5,a-b-da,14,2,1,2,3,9.832340729556767,9.612942895043918,9.832340729556767,13.1587
316,triangle,2,15,5,a-b-db,9,2,1,2,3,9.641720369948118,9.583745296201613,10.099403514805813,23.3585
316,triangle,2,16,5,a-b-da,5,2,2,1,3,9.858147539228584,9.779706112922021,9.832340729556767,8.65851
316,triangle,2,18,5,a-b-db,2,2,2,3,1,9.670089639932032,9.583745296201613,9.698062123881511,13.2586
316,triangle,2,20,5,a-b-da,2,3,2,3,1,10.076546123158568,10.006363483536028,9.883625590783444,16.5251
316,triangle,2,21,5,a-b-da,5,3,3,1,2,10.076546123158568,10.099403514805813,10.099403514805813,43.725
316,triangle,2,22,5,a-b-db,2,3,1,3,2,9.858147539228584,10.18830703994748,10.14434922650993,5.09189
316,triangle,2,24,5,a-b-da,5,1,3,2,1,8.845025089269518,9.085313712953644,9.159396256314341,7.52519
316,triangle,2,25,5,a-b-da,14,3,2,3,1,10.14434922650993,10.294151842856166,10.394675512417942,6.22522
316,triangle,2,27,5,a-b-db,14,2,1,3,2,9.725648768146183,10.12200262531368,10.053424478356416,6.0585
316,triangle,2,29,5,a-b-da,9,2,1,3,2,10.006363483536028,10.053424478356416,10.252483669050482,21.2917
316,triangle,2,30,5,a-b-db,5,3,1,3,2,9.982411101442596,10.18830703994748,10.33496958611858,34.4584
316,triangle,2,31,5,a-b-db,9,3,1,3,2,9.908783155197163,10.252483669050482,9.806196566422063,5.95844
316,triangle,2,32,5,a-b-db,5,1,3,2,1,9.524039369902251,9.430999338632466,9.493504425640674,5.65859
316,triangle,2,36,5,a-b-da,9,1,1,3,2,9.554115124631332,9.612942895043918,9.75286007225774,6.59181
316,triangle,2,37,5,a-b-db,5,2,2,1,3,9.493504425640674,9.725648768146183,9.958168380377906,7.39182
316,triangle,2,38,5,a-b-da,9,3,2,3,1,10.076546123158568,10.030032398830032,10.231319450389408,4.1921
316,triangle,2,39,5,a-b-db,2,1,3,2,1,9.366477614196022,9.779706112922021,9.462496052568744,5.62569
316,triangle,3,1,5,a-b-da,9,2,2,1,3,9.725648768146183,9.832340729556767,9.670089639932032,6.2252
316,triangle,3,3,5,a-b-db,9,1,2,3,1,9.085313712953644,9.493504425640674,9.493504425640674,6.89192
316,triangle,3,4,5,a-b-db,9,2,1,3,2,9.75286007225774,9.641720369948118,9.612942895043918,7.25862
316,triangle,3,10,5,a-b-da,5,3,3,1,2,10.273426268785073,10.65191026806213,10.355070257825583,8.82513
316,triangle,3,11,5,a-b-da,5,1,3,1,2,9.641720369948118,9.858147539228584,9.612942895043918,10.0252
316,triangle,3,15,5,a-b-da,14,3,1,3,2,10.076546123158568,10.076546123158568,10.1664488988831,5.02526
316,triangle,3,16,5,a-b-db,14,3,3,1,2,10.18830703994748,10.314664843190544,10.433511684132146,4.92581
316,triangle,3,17,5,a-b-da,9,1,1,3,2,9.698062123881511,9.122697978977948,9.265615906942239,4.85854
316,triangle,3,18,5,a-b-db,14,1,3,1,2,8.887131907665182,9.122697978977948,9.265615906942239,11.6252
316,triangle,3,20,5,a-b-db,2,1,2,3,1,9.641720369948118,9.122697978977948,9.299804773660838,9.15875
316,triangle,3,22,5,a-b-da,2,2,2,1,3,9.462496052568744,10.053424478356416,9.779706112922021,8.8919
316,triangle,3,23,5,a-b-db,9,3,3,1,2,10.12200262531368,9.908783155197163,9.832340729556767,8.89185
316,triangle,3,24,5,a-b-db,2,2,1,2,3,10.099403514805813,10.1664488988831,9.908783155197163,4.12522
316,triangle,3,26,5,a-b-da,14,2,1,3,2,9.698062123881511,9.958168380377906,9.779706112922021,7.39189
316,triangle,3,28,5,a-b-da,5,2,1,3,2,9.75286007225774,9.779706112922021,10.053424478356416,7.75854
316,triangle,3,29,5,a-b-da,2,3,1,3,2,10.053424478356416,9.832340729556767,9.75286007225774,6.95869
316,triangle,3,30,5,a-b-da,14,1,1,2,3,9.047217323012255,8.802012678827591,8.928370482070653,7.32524
316,triangle,3,31,5,a-b-db,14,2,3,1,2,9.299804773660838,9.883625590783444,9.832340729556767,9.75852
316,triangle,3,33,5,a-b-da,2,1,1,2,3,9.159396256314341,9.265615906942239,9.299804773660838,8.15842
316,triangle,3,35,5,a-b-da,9,3,2,1,3,10.099403514805813,9.883625590783444,9.908783155197163,4.82532
316,triangle,3,36,5,a-b-db,5,3,2,3,1,9.858147539228584,10.030032398830032,10.294151842856166,6.65856
316,triangle,3,37,5,a-b-db,2,3,1,3,2,10.053424478356416,10.14434922650993,10.273426268785073,9.29189
316,triangle,3,38,5,a-b-db,5,2,3,1,2,9.806196566422063,9.908783155197163,9.806196566422063,9.05861
316,triangle,4,3,5,a-b-da,5,1,1,3,2,9.047217323012255,9.085313712953644,9.159396256314341,7.15857
316,triangle,4,4,5,a-b-db,14,1,3,2,1,9.008381151298051,9.462496052568744,9.462496052568744,49.0916
316,triangle,4,5,5,a-b-da,5,3,2,3,1,9.933628195194277,9.670089639932032,10.076546123158568,114.958
316,triangle,4,6,5,a-b-db,9,1,1,2,3,9.047217323012255,9.333419010293602,9.2308324215185,7.92511
316,triangle,4,8,5,a-b-da,14,3,3,1,2,9.641720369948118,10.12200262531368,10.076546123158568,84.3248
316,triangle,4,9,5,a-b-da,5,2,1,3,2,9.933628195194277,9.982411101442596,9.779706112922021,12.0251
316,triangle,4,10,5,a-b-db,5,3,2,3,1,9.933628195194277,10.030032398830032,9.858147539228584,6.39176
316,triangle,4,12,5,a-b-da,2,3,3,2,1,10.076546123158568,10.14434922650993,9.958168380377906,54.5916
316,triangle,4,13,5,a-b-db,5,2,3,2,1,9.462496052568744,9.858147539228584,9.195433267319698,39.3917
316,triangle,4,14,5,a-b-da,2,2,1,2,3,9.583745296201613,9.725648768146183,9.908783155197163,5.55856
316,triangle,4,16,5,a-b-db,5,1,3,2,1,9.554115124631332,9.398998655939582,9.299804773660838,5.12518
316,triangle,4,17,5,a-b-db,9,2,2,3,1,9.554115124631332,9.430999338632466,9.398998655939582,5.89184
316,triangle,4,18,5,a-b-db,2,3,3,2,1,9.832340729556767,10.099403514805813,10.252483669050482,4.42515
316,triangle,4,19,5,a-b-db,2,2,1,3,2,10.030032398830032,9.779706112922021,9.883625590783444,5.75854
316,triangle,4,20,5,a-b-da,14,1,2,3,1,9.085313712953644,9.333419010293602,9.085313712953644,7.22528
316,triangle,4,21,5,a-b-da,2,1,1,2,3,9.265615906942239,9.366477614196022,9.493504425640674,3.75854
316,triangle,4,22,5,a-b-db,9,3,2,3,1,9.858147539228584,10.053424478356416,9.982411101442596,4.19185
316,triangle,4,23,5,a-b-db,14,2,3,1,2,9.641720369948118,9.908783155197163,9.670089639932032,4.82531
316,triangle,4,24,5,a-b-da,9,2,2,3,1,9.75286007225774,10.076546123158568,9.641720369948118,4.05849
316,triangle,4,26,5,a-b-da,14,2,1,2,3,9.806196566422063,9.265615906942239,9.554115124631332,5.55852
316,triangle,4,29,5,a-b-db,2,1,3,2,1,9.366477614196022,8.887131907665182,8.968775896705692,11.1586
316,triangle,4,30,5,a-b-da,9,1,3,1,2,9.398998655939582,9.085313712953644,9.159396256314341,5.99182
316,triangle,4,31,5,a-b-db,14,3,3,1,2,9.75286007225774,9.982411101442596,10.18830703994748,6.32729
316,triangle,4,40,5,a-b-da,9,3,1,2,3,9.958168380377906,10.076546123158568,10.12200262531368,6.52519
317,horizontal,1,1,1,a-b-da,5,1,1,3,2,9.299804773660838,9.2308324215185,9.195433267319698,18.4979
317,horizontal,1,2,1,a-b-da,9,1,1,2,3,9.366477614196022,9.641720369948118,9.493504425640674,19.2143
317,horizontal,1,4,1,a-b-db,2,3,3,2,1,9.725648768146183,10.053424478356416,9.883625590783444,10.6118
317,horizontal,1,5,1,a-b-da,9,3,3,1,2,9.832340729556767,10.006363483536028,10.14434922650993,14.8799
317,horizontal,1,7,1,a-b-da,2,3,3,1,2,10.099403514805813,9.933628195194277,9.933628195194277,10.0618
317,horizontal,1,8,1,a-b-db,14,3,1,3,2,10.18830703994748,10.209928872155912,9.982411101442596,15.2465
317,horizontal,1,9,1,a-b-db,9,3,2,1,3,10.231319450389408,10.14434922650993,10.209928872155912,11.7785
317,horizontal,1,10,1,a-b-db,9,1,2,1,3,9.008381151298051,9.085313712953644,9.047217323012255,10.5615
317,horizontal,1,11,1,a-b-db,5,1,3,1,2,9.008381151298051,9.299804773660838,9.195433267319698,10.4948
317,horizontal,1,12,1,a-b-da,9,2,3,1,2,9.670089639932032,9.832340729556767,9.698062123881511,9.66133
317,horizontal,1,13,1,a-b-db,5,3,2,1,3,9.982411101442596,9.806196566422063,10.209928872155912,12.6455
317,horizontal,1,14,1,a-b-db,2,1,2,3,1,9.195433267319698,9.299804773660838,9.008381151298051,11.0953
317,horizontal,1,15,1,a-b-da,5,2,1,2,3,9.832340729556767,9.725648768146183,9.883625590783444,13.3958
317,horizontal,1,16,1,a-b-db,14,1,1,3,2,8.968775896705692,8.713109153685922,8.667130117236525,17.7639
317,horizontal,1,23,1,a-b-da,2,1,3,1,2,9.333419010293602,9.698062123881511,9.524039369902251,9.66151
317,horizontal,1,24,1,a-b-da,14,2,2,1,3,9.554115124631332,9.333419010293602,9.75286007225774,13.1957
317,horizontal,1,27,1,a-b-db,2,2,2,3,1,9.779706112922021,9.75286007225774,9.832340729556767,6.09374
317,horizontal,1,28,1,a-b-db,5,2,1,3,2,9.806196566422063,9.725648768146183,9.583745296201613,16.2303
317,horizontal,1,32,1,a-b-da,14,3,1,2,3,10.076546123158568,10.294151842856166,10.58172762843959,10.4117
317,horizontal,1,33,1,a-b-da,14,1,1,3,2,9.698062123881511,9.641720369948118,9.583745296201613,9.37796
317,horizontal,1,34,1,a-b-db,14,2,2,3,1,9.779706112922021,10.076546123158568,9.779706112922021,8.57746
317,horizontal,1,35,1,a-b-da,5,3,2,3,1,10.273426268785073,10.231319450389408,10.209928872155912,10.0781
317,horizontal,1,37,1,a-b-da,2,2,2,3,1,9.398998655939582,9.366477614196022,9.366477614196022,13.6126
317,horizontal,1,40,1,a-b-db,9,2,3,1,2,9.725648768146183,9.883625590783444,9.670089639932032,8.26103
317,horizontal,2,1,1,a-b-db,9,1,1,3,2,9.159396256314341,9.122697978977948,9.122697978977948,15.5467
317,horizontal,2,5,1,a-b-da,9,3,2,3,1,10.374970919531918,10.030032398830032,10.414187862308673,12.2123
317,horizontal,2,6,1,a-b-db,2,2,1,2,3,10.099403514805813,10.209928872155912,10.030032398830032,10.2282
317,horizontal,2,7,1,a-b-da,5,2,2,1,3,9.779706112922021,9.75286007225774,10.053424478356416,17.3806
317,horizontal,2,8,1,a-b-da,14,3,1,2,3,10.12200262531368,10.076546123158568,9.933628195194277,15.8969
317,horizontal,2,9,1,a-b-da,2,1,3,1,2,9.583745296201613,9.583745296201613,9.612942895043918,7.6444
317,horizontal,2,11,1,a-b-da,2,3,3,1,2,10.030032398830032,10.209928872155912,10.12200262531368,10.1452
317,horizontal,2,12,1,a-b-db,5,2,1,2,3,9.698062123881511,9.883625590783444,10.099403514805813,10.5451
317,horizontal,2,14,1,a-b-db,5,1,2,1,3,9.195433267319698,9.462496052568744,9.2308324215185,13.2789
317,horizontal,2,16,1,a-b-db,2,1,1,2,3,9.195433267319698,9.493504425640674,9.612942895043918,9.81121
317,horizontal,2,18,1,a-b-da,9,2,1,2,3,9.725648768146183,9.75286007225774,9.806196566422063,11.7952
317,horizontal,2,19,1,a-b-db,9,3,3,1,2,9.725648768146183,9.725648768146183,9.982411101442596,10.2789
317,horizontal,2,21,1,a-b-da,2,2,1,2,3,9.858147539228584,9.806196566422063,10.030032398830032,8.51104
